ad_item_id,date,daily_spend
7639,2024-07-01,1321.5204602863244
49341,2024-07-01,8577.546036651585
453,2024-07-01,5643.069913643876
4933,2024-07-01,35836.68630023259
249,2024-07-02,33487.22352775706
7639,2024-07-02,3933.3900170319594
49341,2024-07-02,11968.360972031116
453,2024-07-02,8258.789633389137
4933,2024-07-02,3655.573822560617
384,2024-07-02,31392.779029804162
53432,2024-07-03,18081.24741645101
249,2024-07-03,18254.998992653847
7639,2024-07-03,23.916229433834044
49341,2024-07-03,12292.175789950657
78171,2024-07-03,18193.464870322136
54193,2024-07-03,39223.312379758936
453,2024-07-03,38349.868083713176
4933,2024-07-03,16501.9497911485
878,2024-07-03,12020.004849121802
648,2024-07-03,27608.45490301139
767,2024-07-03,12411.072553831975
384,2024-07-03,7804.528179790264
53432,2024-07-04,5948.045931839927
249,2024-07-04,1450.4438657636329
6223,2024-07-04,58942.05161691163
7639,2024-07-04,140.55817630947777
49341,2024-07-04,748.8179221609768
78171,2024-07-04,24235.17520510214
54193,2024-07-04,9088.914600135775
78851,2024-07-04,6252.678165251808
453,2024-07-04,8622.041188769157
4933,2024-07-04,279.6682212049335
75682,2024-07-04,21843.504435470975
878,2024-07-04,6253.019123033794
35713,2024-07-04,22483.93039747512
648,2024-07-04,8608.002425358189
767,2024-07-04,43863.5327019011
384,2024-07-04,325.9269723821861
53432,2024-07-05,1391.6410552004588
249,2024-07-05,243.9433579819641
6223,2024-07-05,2157.280261750702
7639,2024-07-05,59.97661488529717
1479,2024-07-05,13756.717067537642
49341,2024-07-05,2384.8075138705835
78171,2024-07-05,138.78352957683052
4128,2024-07-05,3991.717706176986
23547,2024-07-05,43474.80273105905
54193,2024-07-05,8.189340675834789
78851,2024-07-05,508.6047042149499
453,2024-07-05,86.52203884154748
4933,2024-07-05,40.62357650145591
75682,2024-07-05,3251.4842497596583
878,2024-07-05,206.16784597914625
35713,2024-07-05,2588.793380674605
648,2024-07-05,554.2052353084947
767,2024-07-05,2824.8923050834364
384,2024-07-05,1651.518704925388
53432,2024-07-06,720.2569871045956
249,2024-07-06,265.23172265404185
1897,2024-07-06,27868.796643163845
6223,2024-07-06,327.25241700035383
7639,2024-07-06,11.960538296183168
1479,2024-07-06,1681.867065690409
49341,2024-07-06,1563.4477806196135
78171,2024-07-06,7.641284013886897
4128,2024-07-06,2906.2853944010008
23547,2024-07-06,2874.0549137777384
54193,2024-07-06,227.95250188870358
78851,2024-07-06,18329.909847759245
453,2024-07-06,1716.3362473955515
4933,2024-07-06,344.48978326709863
495,2024-07-06,4216.497800956073
878,2024-07-06,114.07291446161685
35713,2024-07-06,593.7259964352661
648,2024-07-06,333.78990525965315
767,2024-07-06,19.09061490768928
384,2024-07-06,5582.087194173156
53432,2024-07-07,143.87025490095368
249,2024-07-07,107.18661166620294
1897,2024-07-07,7255.07860248933
6223,2024-07-07,297.667009253391
7639,2024-07-07,1.576465889348182
19914,2024-07-07,23229.726803901835
35768,2024-07-07,50295.81529157482
219,2024-07-07,18057.447614620443
1479,2024-07-07,14968.99280888379
9999,2024-07-07,956.1705679466388
49341,2024-07-07,761.6542932491327
78171,2024-07-07,62.07705437257929
4128,2024-07-07,1776.3738899072032
23547,2024-07-07,749.6590303922835
54193,2024-07-07,165.47654774613054
78851,2024-07-07,717.0527085505723
453,2024-07-07,260.4443865048841
4933,2024-07-07,389.83724472722736
3389,2024-07-07,54626.98434421139
495,2024-07-07,13.026141731957612
878,2024-07-07,94.68818046664029
35713,2024-07-07,355.3346425598946
648,2024-07-07,379.86195589904486
767,2024-07-07,51.41089875164146
384,2024-07-07,607.1233827604362
53432,2024-07-08,308.1628170697904
249,2024-07-08,74.11313735674673
1897,2024-07-08,13702.665019948152
6223,2024-07-08,453.6397353669074
6816,2024-07-08,5066.672241466588
7639,2024-07-08,4.789479779593929
19914,2024-07-08,1436.4296181814366
35768,2024-07-08,2912.343055510447
219,2024-07-08,6507.690031558435
1479,2024-07-08,1459.8189835350022
9999,2024-07-08,3558.9687032015
78171,2024-07-08,47.86667846208639
4128,2024-07-08,1998.8443622979248
7841,2024-07-08,24757.669420240734
23547,2024-07-08,61.06280786794121
54193,2024-07-08,714.7841824674418
453,2024-07-08,23.236989912169545
575,2024-07-08,12236.897518532625
4933,2024-07-08,92.12879340713486
3389,2024-07-08,7497.685560489608
495,2024-07-08,2.063968105234864
878,2024-07-08,8.6661108195009
35713,2024-07-08,97.78333362417932
648,2024-07-08,226.63291710398155
767,2024-07-08,12.999509641139479
384,2024-07-08,174.78587840052313
53432,2024-07-09,48.265394584611975
249,2024-07-09,12.639027586553034
998,2024-07-09,14453.969721913836
1897,2024-07-09,8882.263623187046
6223,2024-07-09,283.21404586617837
6816,2024-07-09,403.36732348200627
7639,2024-07-09,0.6935250880242517
19914,2024-07-09,812.350996775719
35768,2024-07-09,11224.343698412546
219,2024-07-09,2884.297679971943
1479,2024-07-09,547.6067240720917
9999,2024-07-09,214.0731092555304
78171,2024-07-09,314.4359531727011
4128,2024-07-09,184.10403341649217
7841,2024-07-09,6229.549259736489
17235,2024-07-09,293.7406540059153
23547,2024-07-09,831.2835350416868
54193,2024-07-09,404.03231431680774
453,2024-07-09,19.11691571204145
575,2024-07-09,45853.21626997303
4933,2024-07-09,47.95970926734043
532,2024-07-09,52111.51661639767
3389,2024-07-09,9074.643839091996
495,2024-07-09,51.380400304402976
878,2024-07-09,2.285424742037753
35713,2024-07-09,176.6458253888728
648,2024-07-09,434.7989132624171
767,2024-07-09,15.753676374337791
384,2024-07-09,537.8488461139127
229,2024-07-10,55643.709848661674
53432,2024-07-10,34.28441994948926
249,2024-07-10,1.735355804146348
998,2024-07-10,547.2632928312363
1897,2024-07-10,1520.1801385220058
6223,2024-07-10,18.664080366473172
6816,2024-07-10,866.3576841312728
7639,2024-07-10,1.0638088929177267
19914,2024-07-10,794.7112198996409
35768,2024-07-10,681.2451981146293
219,2024-07-10,5633.617248119825
9999,2024-07-10,529.4267054397983
78171,2024-07-10,0.4355075760997895
4128,2024-07-10,75.11431230543221
7841,2024-07-10,1333.559786407303
17235,2024-07-10,500.2065571775718
64497,2024-07-10,640.8203618687406
23547,2024-07-10,2.5653907525983244
54193,2024-07-10,16.657648753386653
453,2024-07-10,0.33732426688870015
575,2024-07-10,279.6178559439062
3557,2024-07-10,3710.099100584431
532,2024-07-10,946.1586215752494
3389,2024-07-10,3701.96845575559
495,2024-07-10,41.38653822485364
878,2024-07-10,0.3069051751899894
35713,2024-07-10,2.2547372619032866
648,2024-07-10,5.04451041973565
767,2024-07-10,1.1454210451681364
